"","userId","movieId","rating","timestamp","title","genres"
"9589433",68739,480,3,857574169,"Jurassic Park (1993)","Action|Adventure|Sci-Fi|Thriller"
"4276394",30553,1499,3,862165541,"Anaconda (1997)","Action|Adventure|Thriller"
"1358677",9952,357,3,1055017790,"Four Weddings and a Funeral (1994)","Comedy|Romance"
"8134938",58336,1343,4.5,1110160203,"Cape Fear (1991)","Thriller"
"8066016",57836,3793,4,978416716,"X-Men (2000)","Action|Adventure|Sci-Fi"
"9078206",65094,837,4,867122862,"Matilda (1996)","Children|Comedy|Fantasy"
"7033814",50258,32,4,1202496163,"12 Monkeys (Twelve Monkeys) (1995)","Sci-Fi|Thriller"
"4586179",32707,40819,4.5,1200587161,"Walk the Line (2005)","Drama|Musical|Romance"
"816203",6150,2600,2.5,1217098643,"eXistenZ (1999)","Action|Sci-Fi|Thriller"
"7305105",52206,1290,5,945133625,"Some Kind of Wonderful (1987)","Drama|Romance"
"9323819",66874,2716,5,1213197554,"Ghostbusters (a.k.a. Ghost Busters) (1984)","Action|Comedy|Fantasy|Sci-Fi"
"359589",2810,2328,3,982266675,"Vampires (1998)","Horror|Western"
"1070051",8021,736,2.5,1190913326,"Twister (1996)","Action|Adventure|Romance|Thriller"
"3962396",28369,4816,1.5,1064523480,"Zoolander (2001)","Comedy"
"1522346",11175,1230,5,1004677341,"Annie Hall (1977)","Comedy|Romance"
"2860822",20672,1597,1,1005845114,"Conspiracy Theory (1997)","Drama|Mystery|Romance|Thriller"
"5808030",41445,4447,4,1154317827,"Legally Blonde (2001)","Comedy"
"1415723",10390,3328,4.5,1076969897,"Ghost Dog: The Way of the Samurai (1999)","Crime|Drama"
"4942391",35318,1263,3.5,1102095467,"Deer Hunter, The (1978)","Drama|War"
"3601586",25882,1037,2.5,1116264275,"Lawnmower Man, The (1992)","Action|Horror|Sci-Fi|Thriller"
"4068762",29112,1097,2,965312788,"E.T. the Extra-Terrestrial (1982)","Children|Drama|Sci-Fi"
"2811153",20263,54272,3.5,1189396332,"Simpsons Movie, The (2007)","Animation|Comedy"
"4633149",33053,316,5,846523892,"Stargate (1994)","Action|Adventure|Sci-Fi"
"8290080",59525,2114,3.5,1130133303,"Outsiders, The (1983)","Drama"
"3589649",25789,125,4,840636131,"Flirting With Disaster (1996)","Comedy"
"4386231",31306,3498,4,1065750712,"Midnight Express (1978)","Drama"
"72400",550,457,4,942236047,"Fugitive, The (1993)","Thriller"
"9678447",69361,910,5,945584307,"Some Like It Hot (1959)","Comedy|Crime"
"284400",2233,2567,3,960504436,"EDtv (1999)","Comedy"
"3564141",25586,2297,3.5,1097450127,"What Dreams May Come (1998)","Adventure|Drama|Fantasy|Romance"
"6401139",45747,4226,1.5,1149993573,"Memento (2000)","Crime|Drama|Mystery|Thriller"
"2865627",20709,4878,4,1109713428,"Donnie Darko (2001)","Drama|Mystery|Sci-Fi|Thriller"
"9824524",70355,3045,2,1000780397,"Peter's Friends (1992)","Comedy|Drama"
"823012",6201,83,3,859193965,"Once Upon a Time... When We Were Colored (1995)","Drama"
"1279897",9391,2290,3,942498093,"Stardust Memories (1980)","Comedy|Drama"
"2634994",19030,5171,3,1032192672,"Time Machine, The (2002)","Action|Adventure|Sci-Fi"
"2128870",15496,110,4,845298416,"Braveheart (1995)","Action|Drama|War"
"9460995",67776,1225,1,1160644674,"Amadeus (1984)","Drama"
"3453255",24775,6957,3.5,1230516779,"Bad Santa (2003)","Comedy|Crime"
"5363560",38322,457,4.5,1120444595,"Fugitive, The (1993)","Thriller"
"2757623",19903,3501,5,974745954,"Murphy's Romance (1985)","Comedy|Romance"
"4055156",29037,2929,2,992391827,"Reds (1981)","Drama|Romance"
"4353309",31060,3812,3.5,1099727596,"Everything You Always Wanted to Know About Sex (1972)","Comedy"
"3219327",23238,2997,4,1223618921,"Being John Malkovich (1999)","Comedy|Drama|Fantasy"
"34351",266,25,4,1022251328,"Leaving Las Vegas (1995)","Drama|Romance"
"9726522",69702,4621,2.5,1113307722,"Look Who's Talking (1989)","Comedy"
"1128702",8394,1097,5,850284378,"E.T. the Extra-Terrestrial (1982)","Children|Drama|Sci-Fi"
"5483995",39143,1261,4,1120737869,"Evil Dead II (Dead by Dawn) (1987)","Action|Comedy|Fantasy|Horror"
"8720541",62413,2599,5,1018144180,"Election (1999)","Comedy"
"8623378",61801,924,5,1111203205,"2001: A Space Odyssey (1968)","Adventure|Sci-Fi"
"14771",128,590,5,838986749,"Dances with Wolves (1990)","Adventure|Drama|Western"
"3239054",23375,6944,2.5,1095950096,"Father of the Bride (1991)","Comedy"
"8702045",62319,1713,3,969563605,"Mouse Hunt (1997)","Children|Comedy"
"5066591",36214,1629,2,975254382,"MatchMaker, The (1997)","Comedy|Romance"
"9049497",64858,6238,2,1111792867,"Green Card (1990)","Comedy|Drama|Romance"
"9859896",70638,2193,4,959620887,"Willow (1988)","Action|Adventure|Fantasy"
"3145735",22764,48516,3,1166195239,"Departed, The (2006)","Crime|Drama|Thriller"
"128134",1008,2621,2.5,1186787062,"Xiu Xiu: The Sent-Down Girl (Tian yu) (1998)","Drama"
"4108891",29413,480,4,992265121,"Jurassic Park (1993)","Action|Adventure|Sci-Fi|Thriller"
"7738202",55453,172,2,945025085,"Johnny Mnemonic (1995)","Action|Sci-Fi|Thriller"
"9520183",68259,3048,4,1001807770,"Under the Rainbow (1981)","Comedy"
"7261331",51907,1633,4,917431810,"Ulee's Gold (1997)","Drama"
"5162623",36921,555,3,832893660,"True Romance (1993)","Action|Crime|Romance"
"7337157",52447,432,1.5,1075443529,"City Slickers II: The Legend of Curly's Gold (1994)","Adventure|Comedy|Western"
"8501357",60954,44694,4,1230587001,"Volver (2006)","Comedy|Drama"
"8181289",58698,858,5,956690534,"Godfather, The (1972)","Crime|Drama"
"7213842",51550,1262,4,1153766242,"Great Escape, The (1963)","Action|Adventure|Drama|War"
"4412935",31469,348,3,841058993,"Bullets Over Broadway (1994)","Comedy"
"4369393",31175,7096,4,1102661028,"Rivers and Tides (2001)","Documentary"
"8356711",59942,1655,3,1112126082,"Phantoms (1998)","Drama|Horror|Thriller"
"3849501",27622,2311,5,938654896,"2010: The Year We Make Contact (1984)","Sci-Fi"
"6742055",48167,1954,4,1135831143,"Rocky (1976)","Action|Drama|Romance"
"778182",5892,1573,2.5,1217118447,"Face/Off (1997)","Action|Crime|Drama|Thriller"
"162256",1302,1889,3.5,1215724885,"Insomnia (1997)","Crime|Mystery|Thriller"
"1126508",8372,2011,2,989955621,"Back to the Future Part II (1989)","Action|Adventure|Comedy|Sci-Fi"
"4908480",35098,3063,4,965639770,"Poison Ivy (1992)","Thriller"
"6061126",43243,539,4,837004897,"Sleepless in Seattle (1993)","Comedy|Drama|Romance"
"8969860",64311,125,5,979834903,"Flirting With Disaster (1996)","Comedy"
"3073788",22254,231,3,833143461,"Dumb & Dumber (1994)","Comedy"
"5422872",38719,7153,3.5,1225298858,"Lord of the Rings: The Return of the King, The (2003)","Action|Adventure|Fantasy"
"7356738",52577,4321,4,1053573946,"City Slickers (1991)","Adventure|Comedy|Western"
"1561007",11477,1947,5,974690249,"West Side Story (1961)","Drama|Musical|Romance"
"8805207",63036,1909,2,973157153,"X-Files: Fight the Future, The (1998)","Action|Crime|Mystery|Sci-Fi|Thriller"
"330139",2584,344,2,1189360154,"Ace Ventura: Pet Detective (1994)","Comedy"
"5196032",37162,250,4,836740160,"Heavyweights (a.k.a. Heavy Weights) (1995)","Children|Comedy"
"1126715",8373,3300,3,984015968,"Pitch Black (2000)","Horror|Sci-Fi|Thriller"
"9020910",64643,1220,4,904479624,"Blues Brothers, The (1980)","Action|Adventure|Comedy|Musical"
"2199314",16029,3265,4,1058562793,"Hard-Boiled (Lat sau san taam) (1992)","Action|Crime|Drama|Thriller"
"6232650",44536,2852,4,966947900,"Soldier's Story, A (1984)","Drama"
"3630137",26091,1380,5,1035739057,"Grease (1978)","Comedy|Musical|Romance"
"7883397",56557,8578,3.5,1155270158,"Undead (2003)","Horror|Sci-Fi"
"6863190",49013,3793,4,1013564163,"X-Men (2000)","Action|Adventure|Sci-Fi"
"109745",835,550,4,834947951,"Threesome (1994)","Comedy|Romance"
"9574769",68609,2861,4,974079711,"For Love of the Game (1999)","Comedy|Drama"
"4979094",35568,2617,2.5,1206541295,"Mummy, The (1999)","Action|Adventure|Fantasy|Horror|Thriller"
"5406097",38602,208,3,834504913,"Waterworld (1995)","Action|Adventure|Sci-Fi"
"598405",4548,3715,2,961187460,"Burglar (1987)","Comedy|Crime"
"1610768",11806,5617,4,1112394296,"Secretary (2002)","Comedy|Drama|Romance"
"7577240",54201,6,3,1181657634,"Heat (1995)","Action|Crime|Thriller"
"3224770",23269,1976,2,981017789,"Friday the 13th Part 3: 3D (1982)","Horror"
"6182244",44143,2252,2,939122880,"Hero (1992)","Comedy|Drama"
"5937032",42384,2,5,828791826,"Jumanji (1995)","Adventure|Children|Fantasy"
"481268",3674,531,4,844672875,"Secret Garden, The (1993)","Children|Drama"
"3936519",28206,2,3,1117058038,"Jumanji (1995)","Adventure|Children|Fantasy"
"3114926",22564,3362,5,1088111892,"Dog Day Afternoon (1975)","Comedy|Crime|Drama"
"4325079",30870,5010,3.5,1144471555,"Black Hawk Down (2001)","Action|Drama|War"
"3593583",25812,1617,3,991695133,"L.A. Confidential (1997)","Crime|Film-Noir|Mystery|Thriller"
"7466790",53385,170,5,834655688,"Hackers (1995)","Action|Adventure|Crime|Thriller"
"9521509",68259,5956,4,1047792204,"Gangs of New York (2002)","Crime|Drama"
"2189652",15988,500,3,835688387,"Mrs. Doubtfire (1993)","Comedy|Drama"
"8264583",59342,6839,0.5,1230072911,"All I Want (Try Seventeen) (2002)","Comedy|Drama|Romance"
"274716",2152,280,2,960482466,"Murder in the First (1995)","Drama|Thriller"
"9473707",67867,2355,4.5,1111485077,"Bug's Life, A (1998)","Adventure|Animation|Children|Comedy"
"8133075",58322,457,4,949550594,"Fugitive, The (1993)","Thriller"
"6680821",47760,4886,3.5,1210804436,"Monsters, Inc. (2001)","Animation|Children|Comedy|Fantasy"
"2976052",21542,494,3,851237370,"Executive Decision (1996)","Action|Adventure|Thriller"
"8529051",61139,480,5,1046372653,"Jurassic Park (1993)","Action|Adventure|Sci-Fi|Thriller"
"8459893",60667,3203,4,959623337,"Dead Calm (1989)","Thriller"
"3773297",27133,4306,5,1097851474,"Shrek (2001)","Adventure|Animation|Children|Comedy|Fantasy|Romance"
"8673777",62136,5459,4,1025995212,"Men in Black II (2002)","Action|Comedy|Sci-Fi"
"5370974",38373,33794,4.5,1175618504,"Batman Begins (2005)","Action|Crime"
"5773234",41244,3261,3,966523404,"Singles (1992)","Comedy|Drama|Romance"
"156343",1265,435,4,942070399,"Coneheads (1993)","Comedy|Sci-Fi"
"9109584",65309,1895,1,964548578,"Can't Hardly Wait (1998)","Comedy|Drama|Romance"
"6396132",45701,945,3.5,1106719054,"Top Hat (1935)","Comedy|Musical|Romance"
"5538538",39558,2,3,847126399,"Jumanji (1995)","Adventure|Children|Fantasy"
"6798376",48618,3257,2,1107285671,"Bodyguard, The (1992)","Drama|Romance|Thriller"
"9396397",67363,8574,2.5,1213159723,"Claymation Christmas Celebration, A (1987)","Animation|Children|Comedy|Musical"
"1822458",13372,3741,5,959744484,"Badlands (1973)","Crime|Drama|Thriller"
"4445806",31733,543,2,1226687161,"So I Married an Axe Murderer (1993)","Comedy|Romance|Thriller"
"2981807",21581,349,4,1223326604,"Clear and Present Danger (1994)","Action|Adventure|Thriller"
"4517922",32221,1266,2.5,1173389686,"Unforgiven (1992)","Drama|Western"
"9101532",65267,3616,4,1014223204,"Loser (2000)","Comedy|Romance"
"7737905",55448,39,5,828042430,"Clueless (1995)","Comedy|Romance"
"6803972",48657,45106,0.5,1228759284,"American Dreamz (2006)","Comedy|Drama"
"6295710",44979,5569,4,1106369519,"Last House on the Left, The (1972)","Crime|Horror|Thriller"
"3999367",28665,5414,1,1144838314,"Bad Company (2002)","Action|Comedy|Crime"
"545397",4170,527,3,982636676,"Schindler's List (1993)","Drama|War"
"6437699",46033,218,3.5,1063555280,"Boys on the Side (1995)","Comedy|Drama"
"2197716",16020,1219,4,1058212785,"Psycho (1960)","Horror|Thriller"
"890140",6678,6979,3.5,1087334223,"WarGames (1983)","Drama|Sci-Fi|Thriller"
"1306972",9576,517,3,850215639,"Rising Sun (1993)","Action|Drama|Mystery"
"8791261",62920,2706,2,958805509,"American Pie (1999)","Comedy"
"6518310",46626,1617,4,1013142360,"L.A. Confidential (1997)","Crime|Film-Noir|Mystery|Thriller"
"281431",2213,2353,4,960487904,"Enemy of the State (1998)","Action|Thriller"
"1310103",9599,442,2,1137335445,"Demolition Man (1993)","Action|Adventure|Sci-Fi"
"1575490",11570,1962,3.5,1112477546,"Driving Miss Daisy (1989)","Drama"
"4732911",33829,2070,3,1009840921,"Tender Mercies (1983)","Drama"
"7504264",53649,749,3,1026211264,"Man from Down Under, The (1943)","Drama"
"8751532",62628,1179,4,973021384,"Grifters, The (1990)","Crime|Drama|Film-Noir"
"110511",840,1175,5,941589079,"Delicatessen (1991)","Comedy|Drama|Romance"
"415860",3174,8368,4.5,1092064159,"Harry Potter and the Prisoner of Azkaban (2004)","Adventure|Children|Fantasy"
"2113047",15367,2797,4,1057624414,"Big (1988)","Comedy|Drama|Fantasy|Romance"
"7259420",51901,588,1.5,1130431681,"Aladdin (1992)","Adventure|Animation|Children|Comedy|Musical"
"6334747",45231,858,5,1042760002,"Godfather, The (1972)","Crime|Drama"
"1497077",11002,3755,3,1166204964,"Perfect Storm, The (2000)","Drama|Thriller"
"4857537",34726,2411,1,954282113,"Rocky IV (1985)","Action|Drama"
"7486803",53511,456,4,1155007089,"Fresh (1994)","Crime|Drama|Thriller"
"2655441",19193,3552,3,1225639806,"Caddyshack (1980)","Comedy"
"7584024",54268,231,3,837598496,"Dumb & Dumber (1994)","Comedy"
"3772817",27132,1178,5,1036186230,"Paths of Glory (1957)","Drama|War"
"5601245",40015,292,4,834041409,"Outbreak (1995)","Action|Drama|Sci-Fi|Thriller"
"4524595",32283,62,3,888188144,"Mr. Holland's Opus (1995)","Drama"
"8858906",63425,7153,4.5,1159067110,"Lord of the Rings: The Return of the King, The (2003)","Action|Adventure|Fantasy"
"5885660",41998,5364,2,1100972251,"Unfaithful (2002)","Drama|Thriller"
"683026",5217,2946,4,942194288,"Help! (1965)","Comedy|Musical"
"1304878",9561,2983,4,942510024,"Ipcress File, The (1965)","Thriller"
"1467135",10775,1263,4,974684744,"Deer Hunter, The (1978)","Drama|War"
"8600402",61632,8367,1,1110543823,"Time of the Wolf, The (Le Temps du Loup) (2003)","Drama"
"9489628",67991,33794,4,1160603653,"Batman Begins (2005)","Action|Crime"
"8961616",64240,4886,4,1114880654,"Monsters, Inc. (2001)","Animation|Children|Comedy|Fantasy"
"1136110",8452,112,2,878843823,"Rumble in the Bronx (Hont faan kui) (1995)","Action|Adventure|Comedy|Crime"
"43145",318,1059,4,1133741111,"William Shakespeare's Romeo + Juliet (1996)","Drama|Romance"
"6979118",49905,1014,5,1013836820,"Pollyanna (1960)","Children|Comedy|Drama"
"5067832",36216,750,3,1067978806,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)","Comedy|War"
"2693849",19519,7173,3,1153349467,"Along Came Polly (2004)","Comedy|Romance"
"6344321",45299,933,5,955248975,"To Catch a Thief (1955)","Crime|Mystery|Romance|Thriller"
"9973217",71379,1498,4,960501421,"Inventing the Abbotts (1997)","Drama|Romance"
"5048859",36105,248,2,836669489,"Houseguest (1994)","Comedy"
"9329146",66895,2616,4,999580975,"Dick Tracy (1990)","Action|Crime"
"1911685",13967,3104,4,947891170,"Midnight Run (1988)","Action|Adventure|Comedy|Crime"
"4845865",34666,50,4.5,1174326430,"Usual Suspects, The (1995)","Crime|Mystery|Thriller"
"6339046",45267,1057,5,864064493,"Everyone Says I Love You (1996)","Comedy|Musical|Romance"
"2022680",14732,1080,3.5,1092009886,"Monty Python's Life of Brian (1979)","Adventure|Comedy"
"4294315",30687,4226,4,1149783629,"Memento (2000)","Crime|Drama|Mystery|Thriller"
"6704650",47911,5669,4,1093142694,"Bowling for Columbine (2002)","Documentary"
"8213117",58979,472,3,843227616,"I'll Do Anything (1994)","Comedy|Drama"
"3585575",25751,3527,3.5,1116230673,"Predator (1987)","Action|Sci-Fi|Thriller"
"3469137",24906,3793,4,991214686,"X-Men (2000)","Action|Adventure|Sci-Fi"
"7556927",54040,2253,2,956785554,"Toys (1992)","Action|Comedy|Fantasy"
"5652320",40398,5152,3,1148841583,"We Were Soldiers (2002)","Action|Drama|War"
"6273663",44797,27674,4,1204447323,"11:14 (2003)","Mystery|Thriller"
"3920522",28104,2346,5,953262978,"Stepford Wives, The (1975)","Sci-Fi|Thriller"
"6581792",47063,2572,3,1043021574,"10 Things I Hate About You (1999)","Comedy|Romance"
"6828786",48789,1552,4,939806522,"Con Air (1997)","Action|Adventure|Thriller"
"7673796",54947,51255,3.5,1228725544,"Hot Fuzz (2007)","Action|Comedy|Crime"
"110747",840,2948,5,941597714,"From Russia with Love (1963)","Action|Adventure|Thriller"
"2307532",16756,1183,3,950948828,"English Patient, The (1996)","Drama|Romance|War"
"9036417",64762,218,3,849000402,"Boys on the Side (1995)","Comedy|Drama"
"889287",6678,534,4.5,1086989378,"Shadowlands (1993)","Drama|Romance"
"6624827",47353,1089,3,1013393081,"Reservoir Dogs (1992)","Crime|Drama|Thriller"
"6415458",45881,318,4.5,1151307155,"Shawshank Redemption, The (1994)","Drama"
"9053964",64891,370,3,838301347,"Naked Gun 33 1/3: The Final Insult (1994)","Action|Comedy"
"282553",2218,7811,4,1166028040,"Babylon 5: The River of Souls (1998)","Drama|Sci-Fi"
"3268365",23570,2418,2,938530273,"Nothing in Common (1986)","Comedy"
"8660840",62028,1625,4,1129818508,"Game, The (1997)","Adventure|Mystery|Thriller"
"2094399",15248,316,3,1113314957,"Stargate (1994)","Action|Adventure|Sci-Fi"
"4654266",33238,5970,3,1039399788,"My Girl (1991)","Comedy|Drama|Romance"
"5318723",38071,47,3,836769153,"Seven (a.k.a. Se7en) (1995)","Crime|Horror|Mystery|Thriller"
"9432324",67542,4992,4.5,1160513893,"Kate & Leopold (2001)","Comedy|Romance"
"5360615",38315,162,5,965945045,"Crumb (1994)","Documentary"
"5400510",38573,733,1,853329863,"Rock, The (1996)","Action|Adventure|Thriller"
"6385958",45629,4310,4,1012882266,"Pearl Harbor (2001)","Action|Drama|Romance|War"
"5589306",39930,920,4.5,1104541060,"Gone with the Wind (1939)","Drama|Romance|War"
"2922878",21120,260,4.5,1115328613,"Star Wars: Episode IV - A New Hope (a.k.a. Star Wars) (1977)","Action|Adventure|Sci-Fi"
"4834450",34579,778,3,1039214300,"Trainspotting (1996)","Comedy|Crime|Drama"
"2987614",21636,4011,5,1141305618,"Snatch (2000)","Action|Comedy|Crime|Thriller"
"5335634",38174,1923,2,944969601,"There's Something About Mary (1998)","Comedy|Romance"
"4441910",31703,95,1,841075437,"Broken Arrow (1996)","Action|Adventure|Thriller"
"7924033",56844,2985,3.5,1077055841,"RoboCop (1987)","Action|Crime|Sci-Fi"
"559826",4272,44972,1.5,1163971246,"Scary Movie 4 (2006)","Comedy|Horror"
"3648994",26219,2324,4.5,1224710104,"Life Is Beautiful (La Vita è bella) (1997)","Comedy|Drama|Romance|War"
"8911303",63851,4020,3,980220081,"Gift, The (2000)","Thriller"
"3684989",26484,30793,4,1123942173,"Charlie and the Chocolate Factory (2005)","Adventure|Children|Comedy|Fantasy"
"4173928",29877,716,1,861957759,"Switchblade Sisters (1975)","Crime"
"5902597",42122,1617,5,1177334010,"L.A. Confidential (1997)","Crime|Film-Noir|Mystery|Thriller"
"4928469",35219,2100,3.5,1066954932,"Splash (1984)","Comedy|Fantasy|Romance"
"1028794",7711,54732,2,1216412802,"Balls of Fury (2007)","Comedy"
"4046233",28970,1307,3,974844894,"When Harry Met Sally... (1989)","Comedy|Romance"
"524696",4010,3507,3,1001939770,"Odd Couple, The (1968)","Comedy|Drama"
"365764",2852,3897,3.5,1077034225,"Almost Famous (2000)","Adventure|Comedy|Drama|Musical"
"2310354",16786,2628,4,1220874444,"Star Wars: Episode I - The Phantom Menace (1999)","Action|Adventure|Sci-Fi"
"9794673",70196,1209,4.5,1161489288,"Once Upon a Time in the West (C'era una volta il West) (1968)","Action|Drama|Western"
"463001",3517,2987,1,1085610329,"Who Framed Roger Rabbit? (1988)","Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery"
"1318931",9667,7143,4,1137358452,"Last Samurai, The (2003)","Action|Adventure|Drama|War"
"9281214",66549,4448,1,1019766012,"Score, The (2001)","Action|Drama"
"879165",6589,457,4,1086969356,"Fugitive, The (1993)","Thriller"
"9422537",67490,2336,5,958678392,"Elizabeth (1998)","Drama"
"6738882",48154,1387,3,998587693,"Jaws (1975)","Action|Horror"
"38256",289,1500,4,948270420,"Grosse Pointe Blank (1997)","Comedy|Crime|Romance|Thriller"
"8489645",60875,1441,5,1158227157,"Benny & Joon (1993)","Comedy|Romance"
"5154004",36845,1014,4,852802244,"Pollyanna (1960)","Children|Comedy|Drama"
"4221749",30174,8870,3.5,1117744858,"Forgotten, The (2004)","Drama|Mystery|Sci-Fi|Thriller"
"8593266",61597,1197,4,1230753747,"Princess Bride, The (1987)","Action|Adventure|Comedy|Fantasy|Romance"
"5896808",42068,7153,4.5,1176996838,"Lord of the Rings: The Return of the King, The (2003)","Action|Adventure|Fantasy"
"4109496",29416,46,4,939349935,"How to Make an American Quilt (1995)","Drama|Romance"
"8300017",59598,208,3.5,1095714149,"Waterworld (1995)","Action|Adventure|Sci-Fi"
"3869586",27757,2081,3,965302623,"Little Mermaid, The (1989)","Animation|Children|Comedy|Musical|Romance"
"6225675",44465,692,3,863962526,"Solo (1996)","Action|Sci-Fi|Thriller"
"5400280",38570,1984,1,1010969505,"Halloween III: Season of the Witch (1982)","Horror"
"5841412",41708,2746,3,944907082,"Little Shop of Horrors (1986)","Comedy|Horror|Musical"
"7725253",55345,1036,3,1044601544,"Die Hard (1988)","Action|Crime|Thriller"
"6979831",49911,4518,4,1043520095,"Lair of the White Worm, The (1988)","Horror"
"8408127",60303,5463,3,1134916723,"Reign of Fire (2002)","Action|Adventure|Fantasy|Sci-Fi"
"9771723",70021,1216,4,974189209,"Big Blue, The (Grand bleu, Le) (1988)","Adventure|Drama|Romance"
"2318647",16852,6281,4,1072927280,"Phone Booth (2002)","Drama|Thriller"
"8570227",61449,2692,4,1111156039,"Run Lola Run (Lola rennt) (1998)","Action|Crime|Romance"
"3000876",21712,3091,3,972694898,"Kagemusha (1980)","Drama|War"
"1611698",11815,48,2,1138043609,"Pocahontas (1995)","Animation|Children|Musical|Romance"
"7669493",54920,32598,4,1127280493,"Fever Pitch (2005)","Comedy|Romance"
"9867630",70701,2580,3,1111547283,"Go (1999)","Comedy|Crime"
"8578122",61488,3157,4,994448239,"Stuart Little (1999)","Children|Comedy|Fantasy"
"6758431",48275,54,2,837274717,"Big Green, The (1995)","Children|Comedy"
"8114374",58179,25,5,956948287,"Leaving Las Vegas (1995)","Drama|Romance"
"4855327",34717,1330,3,1009921725,"April Fool's Day (1986)","Horror"
"4603757",32842,1234,5,975107506,"Sting, The (1973)","Comedy|Crime"
"3117980",22593,435,2.5,1142529657,"Coneheads (1993)","Comedy|Sci-Fi"
"205686",1612,7454,2,1215832364,"Van Helsing (2004)","Action|Adventure|Fantasy|Horror"
"4125450",29529,2502,4,1037033696,"Office Space (1999)","Comedy|Crime"
"9796578",70214,260,2,1000916169,"Star Wars: Episode IV - A New Hope (a.k.a. Star Wars) (1977)","Action|Adventure|Sci-Fi"
"1353469",9923,1221,5,984583971,"Godfather: Part II, The (1974)","Crime|Drama"
"7304184",52198,594,3,875544410,"Snow White and the Seven Dwarfs (1937)","Animation|Children|Drama|Fantasy|Musical"
"5251092",37567,3083,5,965853463,"All About My Mother (Todo sobre mi madre) (1999)","Comedy|Drama"
"9612660",68902,47,3,1132374663,"Seven (a.k.a. Se7en) (1995)","Crime|Horror|Mystery|Thriller"
"7199791",51459,32,1,995333409,"12 Monkeys (Twelve Monkeys) (1995)","Sci-Fi|Thriller"
"9102980",65283,835,3,843806716,"Foxfire (1996)","Drama"
"3037356",21973,47629,3.5,1196597723,"Queen, The (2006)","Drama"
"2081843",15165,748,2,879853498,"Arrival, The (1996)","Action|Sci-Fi|Thriller"
"516272",3929,912,2,946239616,"Casablanca (1942)","Drama|Romance"
"7629957",54614,1080,4,842712833,"Monty Python's Life of Brian (1979)","Adventure|Comedy"
"7150551",51130,5952,4.5,1153622917,"Lord of the Rings: The Two Towers, The (2002)","Action|Adventure|Fantasy"
"6305031",45025,27904,3.5,1182769833,"Scanner Darkly, A (2006)","Animation|Drama|Mystery|Sci-Fi|Thriller"
"8162417",58566,63433,4,1229887817,"Farscape: The Peacekeeper Wars (2004)","Action|Adventure|Sci-Fi"
"9373805",67179,3535,2,1026238563,"American Psycho (2000)","Comedy|Crime|Drama|Horror|Mystery|Thriller"
"2906868",21019,4343,5,1033129948,"Evolution (2001)","Comedy|Sci-Fi"
"1139773",8475,8464,4.5,1086536596,"Super Size Me (2004)","Documentary"
"6016986",42888,3793,4,1149832289,"X-Men (2000)","Action|Adventure|Sci-Fi"
"253610",1976,589,4,960410299,"Terminator 2: Judgment Day (1991)","Action|Sci-Fi"
"845180",6370,1735,2,974621606,"Great Expectations (1998)","Drama|Romance"
"3334625",23975,5349,3,1096440210,"Spider-Man (2002)","Action|Adventure|Sci-Fi|Thriller"
"704120",5355,5481,4.5,1216831885,"Austin Powers in Goldmember (2002)","Comedy"
"7048360",50368,1120,5,955754893,"People vs. Larry Flynt, The (1996)","Comedy|Drama"
"741941",5657,344,2,974609111,"Ace Ventura: Pet Detective (1994)","Comedy"
"3248813",23437,2586,3,1183037127,"Goodbye Lover (1999)","Comedy|Crime|Thriller"
"3588029",25771,2106,4,1224521610,"Swing Kids (1993)","Drama|War"
"7851624",56320,2941,4,996634555,"South Pacific (1958)","Musical|Romance|War"
"6041128",43094,54503,3.5,1203802825,"Superbad (2007)","Comedy"
"7623029",54545,5507,4,1090535046,"XXX (Triple X) (2002)","Action|Crime|Drama|Thriller"
"2358089",17092,2250,3,1093202228,"Men Don't Leave (1990)","Drama"
"2859036",20645,1517,3.5,1140883917,"Austin Powers: International Man of Mystery (1997)","Action|Adventure|Comedy"
"3174291",22927,2692,4,1095781422,"Run Lola Run (Lola rennt) (1998)","Action|Crime|Romance"
"9215927",66111,279,5,829166263,"My Family (1995)","Drama"
"4502493",32089,2012,4.5,1118113892,"Back to the Future Part III (1990)","Comedy|Sci-Fi|Western"
"1259045",9245,6952,4.5,1137401836,"Gothika (2003)","Horror|Thriller"
"1439244",10591,318,5,845064474,"Shawshank Redemption, The (1994)","Drama"
"3109588",22534,923,3,990063449,"Citizen Kane (1941)","Drama|Mystery"
"9749380",69877,1204,5,1082747285,"Lawrence of Arabia (1962)","Adventure|Drama|War"
"2316995",16842,3900,2,1047225603,"Crime and Punishment in Suburbia (2000)","Comedy|Drama"
"382094",2963,1704,5,974509404,"Good Will Hunting (1997)","Drama|Romance"
"5630524",40235,33794,4.5,1119163918,"Batman Begins (2005)","Action|Crime"
"8181815",58705,235,1,843112133,"Ed Wood (1994)","Comedy|Drama"
"399671",3086,8622,3.5,1100429453,"Fahrenheit 9/11 (2004)","Documentary"
"301108",2377,4033,2.5,1214063977,"Thirteen Days (2000)","Drama|Thriller|War"
"8816714",63126,590,2.5,1078957930,"Dances with Wolves (1990)","Adventure|Drama|Western"
"961867",7213,923,4,859840963,"Citizen Kane (1941)","Drama|Mystery"
